<class 'str'>
<class 'int'>
list[str]
list[int]
<class 'datetime.datetime'>
<class 'datetime.datetime'>
SpecialTypus.DELAYED
SpecialTypus.DELAYED
         267973 function calls (258966 primitive calls) in 0.227 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 1453/183    0.005    0.000    0.021    0.000 sre_compile.py:71(_compile)
  210/207    0.000    0.000    0.018    0.000 <frozen importlib._bootstrap>:558(module_from_spec)
        1    0.000    0.000    0.017    0.017 _url.py:1(<module>)
        1    0.000    0.000    0.017    0.017 conversion_table.py:1(<module>)
2115/2003    0.001    0.000    0.017    0.000 {built-in method builtins.hasattr}
  527/526    0.005    0.000    0.016    0.000 {built-in method builtins.__build_class__}
     2346    0.009    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:91(_path_join)
        1    0.000    0.000    0.015    0.015 inflect.py:1(<module>)
        1    0.000    0.000    0.014    0.014 main.py:1(<module>)
      321    0.012    0.000    0.014    0.000 sre_compile.py:276(_optimize_charset)
       17    0.000    0.000    0.012    0.001 <frozen importlib._bootstrap_external>:1171(create_module)
       17    0.010    0.001    0.011    0.001 {built-in method _imp.create_dynamic}
      175    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:645(_compile_bytecode)
      175    0.010    0.000    0.010    0.000 {built-in method marshal.loads}
        2    0.000    0.000    0.009    0.004 __init__.py:40(__getattr__)
        1    0.000    0.000    0.008    0.008 process.py:4(<module>)
        2    0.000    0.000    0.008    0.004 _compat.py:1(<module>)
        1    0.000    0.000    0.007    0.007 __init__.py:2(<module>)
      277    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
        1    0.000    0.000    0.007    0.007 initialise.py:2(<module>)
      250    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
        1    0.000    0.000    0.006    0.006 ansitowin32.py:2(<module>)
        1    0.000    0.000    0.006    0.006 converters.py:1(<module>)
        1    0.000    0.000    0.006    0.006 ssl.py:4(<module>)
        1    0.000    0.000    0.006    0.006 platform.py:3(<module>)
    11306    0.003    0.000    0.005    0.000 sre_parse.py:254(get)
      350    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
3407/3158    0.001    0.000    0.005    0.000 {method 'join' of 'str' objects}
      210    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
      183    0.001    0.000    0.005    0.000 sre_compile.py:536(_compile_info)
        1    0.000    0.000    0.005    0.005 winterm.py:2(<module>)
        8    0.000    0.000    0.005    0.001 lexer.py:410(get)
        8    0.000    0.000    0.005    0.001 regexopt.py:82(regex_opt)
    663/8    0.001    0.000    0.005    0.001 regexopt.py:26(regex_opt_inner)
       12    0.000    0.000    0.005    0.000 _make.py:1455(wrap)
        1    0.000    0.000    0.005    0.005 _make.py:1(<module>)
        1    0.000    0.000    0.005    0.005 shutil.py:1(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:15(<module>)
   750/24    0.001    0.000    0.005    0.000 regexopt.py:77(<genexpr>)
        1    0.000    0.000    0.004    0.004 win32.py:4(<module>)
      175    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
        1    0.000    0.000    0.004    0.004 socket.py:4(<module>)
        3    0.000    0.000    0.004    0.001 __init__.py:325(__getattr__)
        1    0.000    0.000    0.004    0.004 __init__.py:42(_load_lexers)
        1    0.000    0.000    0.004    0.004 statistics.py:1(<module>)
    11897    0.003    0.000    0.004    0.000 sre_parse.py:164(__getitem__)
        1    0.000    0.000    0.004    0.004 context.py:1(<module>)
    15166    0.004    0.000    0.004    0.000 sre_parse.py:233(__next)
        1    0.000    0.000    0.004    0.004 windows_events.py:1(<module>)
        1    0.000    0.000    0.004    0.004 python.py:1(<module>)
      367    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:385(cached)
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
        3    0.000    0.000    0.003    0.001 enums.py:1(<module>)
      175    0.003    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.003    0.003 __init__.py:139(__getattr__)
        1    0.000    0.000    0.003    0.003 __init__.py:36(_load_formatters)
       12    0.000    0.000    0.003    0.000 enum.py:528(_convert_)
      192    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
       28    0.001    0.000    0.003    0.000 enum.py:179(__new__)
        1    0.000    0.000    0.003    0.003 validators.py:1(<module>)
    35313    0.003    0.000    0.003    0.000 {method 'append' of 'list' objects}
      434    0.000    0.000    0.003    0.000 enum.py:358(__call__)
        1    0.000    0.000    0.003    0.003 terminal256.py:1(<module>)
26086/24372    0.002    0.000    0.003    0.000 {built-in method builtins.len}
 1635/404    0.002    0.000    0.003    0.000 sre_parse.py:174(getwidth)
    42/32    0.000    0.000    0.003    0.000 lexer.py:432(_process_new_state)
        1    0.000    0.000    0.003    0.003 reduction.py:10(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:17(<module>)
       51    0.000    0.000    0.003    0.000 _make.py:314(_compile_and_eval)
        1    0.000    0.000    0.002    0.002 events.py:1(<module>)
        1    0.000    0.000    0.002    0.002 fractions.py:4(<module>)
22014/21950    0.002    0.000    0.002    0.000 {built-in method builtins.isinstance}
       12    0.000    0.000    0.002    0.000 enum.py:475(_create_)
       52    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.002    0.002 subprocess.py:10(<module>)
      553    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1337(_path_importer_cache)
     5844    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
      218    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
       27    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1556(_fill_cache)
        1    0.000    0.000    0.002    0.002 parser.py:1(<module>)
      178    0.002    0.000    0.002    0.000 {method '__exit__' of '_io._IOBase' objects}
       17    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1179(exec_module)
       27    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1324(_path_hooks)
        1    0.000    0.000    0.002    0.002 core.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _quoting.py:1(<module>)
  181/169    0.000    0.000    0.002    0.000 typing.py:269(inner)
       17    0.001    0.000    0.002    0.000 {built-in method _imp.exec_dynamic}
      218    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:156(__enter__)
       38    0.000    0.000    0.002    0.000 _make.py:322(_make_method)
        1    0.000    0.000    0.002    0.002 pickle.py:1(<module>)
        1    0.000    0.000    0.002    0.002 lexer.py:1(<module>)
     7546    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
       15    0.000    0.000    0.002    0.000 parser.py:7(make_regex)
        1    0.000    0.000    0.002    0.002 __init__.py:23(<module>)
     2346    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:114(<listcomp>)
     4369    0.001    0.000    0.002    0.000 sre_parse.py:172(append)
       12    0.000    0.000    0.001    0.000 _make.py:661(__init__)
      657    0.001    0.000    0.001    0.000 genericpath.py:69(commonprefix)
      328    0.001    0.000    0.001    0.000 enum.py:88(__setitem__)
      353    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
        1    0.000    0.000    0.001    0.001 staggered.py:1(<module>)
        1    0.000    0.000    0.001    0.001 terminal256.py:137(__init__)
       12    0.000    0.000    0.001    0.000 _make.py:497(_transform_attrs)
       14    0.001    0.000    0.001    0.000 __init__.py:345(namedtuple)
        1    0.000    0.000    0.001    0.001 coroutines.py:1(<module>)
        1    0.000    0.000    0.001    0.001 connection.py:10(<module>)
      350    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
     8319    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.001    0.001 terminal256.py:226(_setup_styles)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
     1712    0.001    0.000    0.001    0.000 {built-in method builtins.max}
       14    0.000    0.000    0.001    0.000 _make.py:1723(_make_eq)
       27    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
       12    0.000    0.000    0.001    0.000 _make.py:949(add_init)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
       86    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
     2646    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
      321    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
    43/31    0.000    0.000    0.001    0.000 typing.py:350(__getitem__)
       12    0.000    0.000    0.001    0.000 _make.py:2001(_make_init)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
      192    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1500(_get_spec)
        1    0.000    0.000    0.001    0.001 tempfile.py:1(<module>)
       27    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1597(path_hook_for_FileFinder)
      398    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x00007FF91BEACC60}
        1    0.000    0.000    0.001    0.001 style.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:4(<module>)
       65    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       13    0.000    0.000    0.001    0.000 _make.py:344(_make_attr_tuple_class)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.001    0.001 dbapi2.py:23(<module>)
       61    0.000    0.000    0.001    0.000 typing.py:734(__init__)
       27    0.000    0.000    0.001    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:439(StrFormatStyle)
       30    0.000    0.000    0.001    0.000 typing.py:431(Union)
       11    0.000    0.000    0.001    0.000 _make.py:989(add_eq)
       12    0.000    0.000    0.001    0.000 enum.py:545(<listcomp>)
     2970    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
     7391    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:4(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
     4366    0.001    0.000    0.001    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.001    0.001 spec_data.py:262(reload)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       86    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
      183    0.000    0.000    0.001    0.000 enum.py:977(__and__)
       12    0.000    0.000    0.001    0.000 _make.py:1630(_make_hash)
       13    0.000    0.000    0.001    0.000 lexer.py:42(__new__)
     8618    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
       76    0.000    0.000    0.001    0.000 terminal256.py:207(_color_index)
        1    0.000    0.000    0.001    0.001 fnmatch.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:411(PercentStyle)
      218    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.001    0.001 main.py:296(load_dotenv)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
        1    0.000    0.000    0.001    0.001 main.py:86(set_as_environment_variables)
      353    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:87(acquire)
      353    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:112(release)
      135    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
       10    0.001    0.000    0.001    0.000 terminal256.py:190(_closest_color)
     1595    0.000    0.000    0.001    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.001    0.001 spec_data.py:211(reload)
       30    0.000    0.000    0.001    0.000 abc.py:105(__new__)
      218    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:160(__exit__)
        2    0.000    0.000    0.001    0.000 style.py:60(__new__)
       28    0.000    0.000    0.001    0.000 enum.py:221(<setcomp>)
       27    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
      192    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:696(spec_from_file_location)
        1    0.000    0.000    0.001    0.001 main.py:66(dict)
       10    0.000    0.000    0.001    0.000 _make.py:937(add_hash)
        1    0.000    0.000    0.001    0.001 main.py:212(resolve_variables)
      175    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
       53    0.000    0.000    0.001    0.000 inflect.py:113(bysize)
        1    0.000    0.000    0.001    0.001 formatter.py:1(<module>)
        4    0.001    0.000    0.001    0.000 util.py:106(make_analysator)
       22    0.000    0.000    0.001    0.000 typing.py:827(__getitem__)
        1    0.000    0.000    0.001    0.001 setters.py:1(<module>)
     2474    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:757(create_module)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
      398    0.000    0.000    0.001    0.000 typing.py:708(__setattr__)
      180    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
       38    0.000    0.000    0.000    0.000 _make.py:1600(_generate_unique_filename)
     1050    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        1    0.000    0.000    0.000    0.000 builtins.py:13(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       12    0.000    0.000    0.000    0.000 _make.py:723(build_class)
        1    0.000    0.000    0.000    0.000 modeline.py:1(<module>)
       12    0.000    0.000    0.000    0.000 typing.py:469(Optional)
        1    0.000    0.000    0.000    0.000 spec_data.py:208(_resolve_converter)
        1    0.000    0.000    0.000    0.000 dict_helper.py:331(visit)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
      525    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
      318    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
      653    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      443    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       28    0.000    0.000    0.000    0.000 enum.py:164(__prepare__)
      400    0.000    0.000    0.000    0.000 enum.py:462(__setattr__)
     1681    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _make.py:772(_create_slots_class)
      485    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
       28    0.000    0.000    0.000    0.000 typing.py:836(copy_with)
      175    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 _version_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:64(AnsiToWin32)
      391    0.000    0.000    0.000    0.000 re.py:270(escape)
      129    0.000    0.000    0.000    0.000 typing.py:137(_type_check)
  241/172    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
     1474    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 wintypes.py:2(<module>)
       61    0.000    0.000    0.000    0.000 typing.py:672(__init__)
        1    0.000    0.000    0.000    0.000 variables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2252(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        2    0.000    0.000    0.000    0.000 main.py:80(parse)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2176(__init__)
       20    0.000    0.000    0.000    0.000 inflect.py:130(make_pl_si_lists)
      422    0.000    0.000    0.000    0.000 enum.py:670(__new__)
       14    0.000    0.000    0.000    0.000 pathlib.py:1079(__new__)
      218    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
       16    0.000    0.000    0.000    0.000 pathlib.py:702(_from_parts)
     3280    0.000    0.000    0.000    0.000 regexopt.py:78(<lambda>)
        1    0.000    0.000    0.000    0.000 coloring.py:13(<module>)
        8    0.000    0.000    0.000    0.000 dict_helper.py:201(visit)
      184    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
      271    0.000    0.000    0.000    0.000 regexopt.py:66(<listcomp>)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1466(__init__)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        3    0.000    0.000    0.000    0.000 _make.py:1831(_add_eq)
      268    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
       16    0.000    0.000    0.000    0.000 pathlib.py:682(_parse_args)
      180    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      387    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
      474    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(_relax_case)
      107    0.000    0.000    0.000    0.000 re.py:188(match)
       77    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 pathlib.py:1209(resolve)
      328    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
       12    0.000    0.000    0.000    0.000 _make.py:558(<listcomp>)
       27    0.000    0.000    0.000    0.000 enum.py:971(__or__)
      648    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
     1804    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1534(_IPv4Constants)
       38    0.000    0.000    0.000    0.000 uuid.py:713(uuid4)
        1    0.000    0.000    0.000    0.000 inflect.py:2000(engine)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1467(__init__)
        2    0.000    0.000    0.000    0.000 main.py:23(with_warn_for_invalid_lines)
        2    0.000    0.000    0.000    0.000 parser.py:179(parse_stream)
       16    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
      612    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
       24    0.000    0.000    0.000    0.000 _make.py:2575(from_counting_attr)
      805    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
      398    0.000    0.000    0.000    0.000 typing.py:660(_is_dunder)
        1    0.000    0.000    0.000    0.000 main.py:33(DotEnv)
       68    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
      985    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      124    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      183    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:203(resolve)
        1    0.000    0.000    0.000    0.000 parser.py:142(parse_binding)
        1    0.000    0.000    0.000    0.000 spec_data.py:43(SpecVisitor)
      583    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      612    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
        2    0.000    0.000    0.000    0.000 typing.py:1862(NamedTuple)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1880(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1818(_make_nmtuple)
       12    0.000    0.000    0.000    0.000 _make.py:2176(_attrs_to_init_script)
     1629    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       28    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
        1    0.000    0.000    0.000    0.000 dict_helper.py:111(BaseVisitor)
       93    0.000    0.000    0.000    0.000 typing.py:463(<genexpr>)
       42    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
      175    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 proactor_events.py:1(<module>)
      518    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        8    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
        1    0.000    0.000    0.000    0.000 main.py:255(find_dotenv)
      705    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 spec_data.py:218(__init__)
      156    0.000    0.000    0.000    0.000 token.py:15(split)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:167(_path_isabs)
      109    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        8    0.000    0.000    0.000    0.000 enum.py:938(_create_pseudo_member_)
        2    0.000    0.000    0.000    0.000 {built-in method nt._getfinalpathname}
      391    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      175    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       51    0.000    0.000    0.000    0.000 _make.py:2519(__init__)
        1    0.000    0.000    0.000    0.000 executing.py:1(<module>)
      234    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
      366    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 spec_data.py:272(load)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1585(<setcomp>)
      328    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       68    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
        1    0.000    0.000    0.000    0.000 ansi.py:2(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
      244    0.000    0.000    0.000    0.000 types.py:171(__get__)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1274(__init__)
        8    0.000    0.000    0.000    0.000 dict_helper.py:295(set)
     1183    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 _make.py:1696(_add_hash)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1608(_ip_int_from_string)
      328    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
        1    0.000    0.000    0.000    0.000 conversion.py:104(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:904(__getitem__)
        8    0.000    0.000    0.000    0.000 dict_helper.py:289(__setitem__)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
     1183    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      183    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
       41    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       30    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        8    0.000    0.000    0.000    0.000 enum.py:1017(_decompose)
        1    0.000    0.000    0.000    0.000 dict_helper.py:123(reload)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dict_helper.py:177(_collect_handlers)
      175    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
    79/47    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 dispatch_table.py:1(<module>)
      198    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
       97    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
       78    0.000    0.000    0.000    0.000 terminal256.py:49(color_string)
        1    0.000    0.000    0.000    0.000 conversion.py:109(_make_units)
       78    0.000    0.000    0.000    0.000 token.py:34(__getattr__)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
      710    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       61    0.000    0.000    0.000    0.000 typing.py:189(_collect_type_vars)
